,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
28,0.819,0.642,5,-7.037,1,0.189,0.336,0.0,0.0735,0.452,138.026,audio_features,0y9fkzOaaQy4Up22BGUbIp,spotify:track:0y9fkzOaaQy4Up22BGUbIp,https://api.spotify.com/v1/tracks/0y9fkzOaaQy4Up22BGUbIp,https://api.spotify.com/v1/audio-analysis/0y9fkzOaaQy4Up22BGUbIp,129241,4
29,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
30,0.722,0.687,0,-7.587,0,0.139,0.109,2.82e-06,0.662,0.281,108.985,audio_features,3PfIaebOIebV5RcxxTWDzy,spotify:track:3PfIaebOIebV5RcxxTWDzy,https://api.spotify.com/v1/tracks/3PfIaebOIebV5RcxxTWDzy,https://api.spotify.com/v1/audio-analysis/3PfIaebOIebV5RcxxTWDzy,172320,4
31,0.793,0.547,7,-7.747,0,0.0816,0.31,9.06e-05,0.074,0.413,124.025,audio_features,5xB5b4L2jOylbYhSf15PTq,spotify:track:5xB5b4L2jOylbYhSf15PTq,https://api.spotify.com/v1/tracks/5xB5b4L2jOylbYhSf15PTq,https://api.spotify.com/v1/audio-analysis/5xB5b4L2jOylbYhSf15PTq,191785,4
32,0.668,0.824,10,-7.289,1,0.0494,0.194,0.0129,0.0745,0.29,126.005,audio_features,2r8NHrOUM2E9dXn74msSYx,spotify:track:2r8NHrOUM2E9dXn74msSYx,https://api.spotify.com/v1/tracks/2r8NHrOUM2E9dXn74msSYx,https://api.spotify.com/v1/audio-analysis/2r8NHrOUM2E9dXn74msSYx,183014,4
33,0.706,0.636,5,-7.829,1,0.0383,0.308,0.0,0.215,0.435,119.927,audio_features,0VYbWQ55gP8h8WepmgJjHI,spotify:track:0VYbWQ55gP8h8WepmgJjHI,https://api.spotify.com/v1/tracks/0VYbWQ55gP8h8WepmgJjHI,https://api.spotify.com/v1/audio-analysis/0VYbWQ55gP8h8WepmgJjHI,180963,4
34,0.654,0.484,4,-9.775,1,0.119,0.173,0.0,0.108,0.499,157.868,audio_features,0XqZfWN4W50ppkiamzCwmb,spotify:track:0XqZfWN4W50ppkiamzCwmb,https://api.spotify.com/v1/tracks/0XqZfWN4W50ppkiamzCwmb,https://api.spotify.com/v1/audio-analysis/0XqZfWN4W50ppkiamzCwmb,126521,4
35,0.828,0.833,7,-5.21,1,0.0768,0.154,0.000515,0.322,0.549,123.958,audio_features,11rHekx5MOpLS3jUXE4VXp,spotify:track:11rHekx5MOpLS3jUXE4VXp,https://api.spotify.com/v1/tracks/11rHekx5MOpLS3jUXE4VXp,https://api.spotify.com/v1/audio-analysis/11rHekx5MOpLS3jUXE4VXp,191129,4
36,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
37,0.752,0.781,6,-5.636,0,0.0769,0.00505,1.69e-05,0.163,0.371,125.929,audio_features,60BTRjzBJpDUpmlC7NgtBw,spotify:track:60BTRjzBJpDUpmlC7NgtBw,https://api.spotify.com/v1/tracks/60BTRjzBJpDUpmlC7NgtBw,https://api.spotify.com/v1/audio-analysis/60BTRjzBJpDUpmlC7NgtBw,184762,4
38,0.756,0.667,6,-6.83,0,0.272,0.127,1.9e-05,0.134,0.368,123.023,audio_features,1pcEeRM9W4x9fipgkzZn9g,spotify:track:1pcEeRM9W4x9fipgkzZn9g,https://api.spotify.com/v1/tracks/1pcEeRM9W4x9fipgkzZn9g,https://api.spotify.com/v1/audio-analysis/1pcEeRM9W4x9fipgkzZn9g,166125,4
39,0.806,0.665,6,-7.464,0,0.132,0.288,0.0,0.0748,0.502,98.426,audio_features,5RmUd1skWw9kMFlxPgfcYW,spotify:track:5RmUd1skWw9kMFlxPgfcYW,https://api.spotify.com/v1/tracks/5RmUd1skWw9kMFlxPgfcYW,https://api.spotify.com/v1/audio-analysis/5RmUd1skWw9kMFlxPgfcYW,160812,4
40,0.62,0.781,1,-4.807,1,0.0959,0.0115,0.0128,0.345,0.584,172.085,audio_features,4vDQqTXwjxMuCnqarvZNAx,spotify:track:4vDQqTXwjxMuCnqarvZNAx,https://api.spotify.com/v1/tracks/4vDQqTXwjxMuCnqarvZNAx,https://api.spotify.com/v1/audio-analysis/4vDQqTXwjxMuCnqarvZNAx,153293,4
41,0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,audio_features,4w47S36wQGBhGg073q3nt7,spotify:track:4w47S36wQGBhGg073q3nt7,https://api.spotify.com/v1/tracks/4w47S36wQGBhGg073q3nt7,https://api.spotify.com/v1/audio-analysis/4w47S36wQGBhGg073q3nt7,129371,4
42,0.686,0.873,10,-3.772,0,0.0675,0.0127,0.0,0.167,0.656,105.001,audio_features,5dMXr2hmIWuYNpICt98xkP,spotify:track:5dMXr2hmIWuYNpICt98xkP,https://api.spotify.com/v1/tracks/5dMXr2hmIWuYNpICt98xkP,https://api.spotify.com/v1/audio-analysis/5dMXr2hmIWuYNpICt98xkP,206857,4
43,0.704,0.738,10,-5.764,1,0.115,0.0289,4.3e-06,0.114,0.396,125.005,audio_features,7hyW0RjDPIjLogGoLbVdYd,spotify:track:7hyW0RjDPIjLogGoLbVdYd,https://api.spotify.com/v1/tracks/7hyW0RjDPIjLogGoLbVdYd,https://api.spotify.com/v1/audio-analysis/7hyW0RjDPIjLogGoLbVdYd,202436,4
44,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,audio_features,3aA6xB0tOilDDX17fIJ0Bl,spotify:track:3aA6xB0tOilDDX17fIJ0Bl,https://api.spotify.com/v1/tracks/3aA6xB0tOilDDX17fIJ0Bl,https://api.spotify.com/v1/audio-analysis/3aA6xB0tOilDDX17fIJ0Bl,284480,3
45,0.544,0.726,0,-6.555,1,0.0713,0.286,1.09e-05,0.12,0.374,195.779,audio_features,59TEEa1iCw7GJJvLT5Wkq8,spotify:track:59TEEa1iCw7GJJvLT5Wkq8,https://api.spotify.com/v1/tracks/59TEEa1iCw7GJJvLT5Wkq8,https://api.spotify.com/v1/audio-analysis/59TEEa1iCw7GJJvLT5Wkq8,190102,4
46,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4
47,0.661,0.539,8,-6.541,1,0.0376,0.412,6.56e-05,0.192,0.162,80.025,audio_features,6kxKZBjQMShcMOCgGix0iq,spotify:track:6kxKZBjQMShcMOCgGix0iq,https://api.spotify.com/v1/tracks/6kxKZBjQMShcMOCgGix0iq,https://api.spotify.com/v1/audio-analysis/6kxKZBjQMShcMOCgGix0iq,199000,4
48,0.746,0.779,6,-5.58,0,0.0383,0.0334,2.91e-05,0.297,0.494,123.995,audio_features,1kFMzNraaPghwpb9bCceWS,spotify:track:1kFMzNraaPghwpb9bCceWS,https://api.spotify.com/v1/tracks/1kFMzNraaPghwpb9bCceWS,https://api.spotify.com/v1/audio-analysis/1kFMzNraaPghwpb9bCceWS,158273,4
49,0.661,0.685,4,-5.485,1,0.0405,0.0612,0.0,0.297,0.385,98.013,audio_features,1BqiUu30J2mbOjibb0F4hW,spotify:track:1BqiUu30J2mbOjibb0F4hW,https://api.spotify.com/v1/tracks/1BqiUu30J2mbOjibb0F4hW,https://api.spotify.com/v1/audio-analysis/1BqiUu30J2mbOjibb0F4hW,194235,4
50,0.721,0.681,11,-5.023,0,0.0318,0.0375,0.0871,0.0881,0.826,100.008,audio_features,4W43vKVOf0yl2CLH2D1QSs,spotify:track:4W43vKVOf0yl2CLH2D1QSs,https://api.spotify.com/v1/tracks/4W43vKVOf0yl2CLH2D1QSs,https://api.spotify.com/v1/audio-analysis/4W43vKVOf0yl2CLH2D1QSs,152233,4
51,0.803,0.652,0,-8.417,0,0.122,0.164,0.0,0.103,0.723,149.993,audio_features,38FywipoHfrFJoetoBu55c,spotify:track:38FywipoHfrFJoetoBu55c,https://api.spotify.com/v1/tracks/38FywipoHfrFJoetoBu55c,https://api.spotify.com/v1/audio-analysis/38FywipoHfrFJoetoBu55c,166417,4
52,0.666,0.73,0,-5.851,0,0.0558,0.118,7.37e-05,0.156,0.493,124.96,audio_features,5jeYd7qn3XYheYDjnV3K63,spotify:track:5jeYd7qn3XYheYDjnV3K63,https://api.spotify.com/v1/tracks/5jeYd7qn3XYheYDjnV3K63,https://api.spotify.com/v1/audio-analysis/5jeYd7qn3XYheYDjnV3K63,180949,4
53,0.549,0.797,8,-5.084,0,0.0457,0.0222,0.0,0.575,0.352,125.963,audio_features,49X6DMxID3TfNFgkp0JYCi,spotify:track:49X6DMxID3TfNFgkp0JYCi,https://api.spotify.com/v1/tracks/49X6DMxID3TfNFgkp0JYCi,https://api.spotify.com/v1/audio-analysis/49X6DMxID3TfNFgkp0JYCi,155089,4
54,0.719,0.904,5,-4.399,0,0.0671,0.00841,0.00572,0.167,0.402,112.031,audio_features,2NU8PUnLp0ShrY9ceKkJnI,spotify:track:2NU8PUnLp0ShrY9ceKkJnI,https://api.spotify.com/v1/tracks/2NU8PUnLp0ShrY9ceKkJnI,https://api.spotify.com/v1/audio-analysis/2NU8PUnLp0ShrY9ceKkJnI,154286,4
55,0.732,0.807,6,-4.814,1,0.0509,0.487,6.57e-06,0.0952,0.954,108.015,audio_features,2Zad97crZl4EabcyIRtttv,spotify:track:2Zad97crZl4EabcyIRtttv,https://api.spotify.com/v1/tracks/2Zad97crZl4EabcyIRtttv,https://api.spotify.com/v1/audio-analysis/2Zad97crZl4EabcyIRtttv,149028,4
56,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,audio_features,5rZlwNFl01HqLWBQGryKSm,spotify:track:5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/tracks/5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/audio-analysis/5rZlwNFl01HqLWBQGryKSm,213333,4
57,0.706,0.869,7,-5.229,0,0.0517,0.199,0.00882,0.194,0.603,119.992,audio_features,4C020pCjavabKAGmjZZRmh,spotify:track:4C020pCjavabKAGmjZZRmh,https://api.spotify.com/v1/tracks/4C020pCjavabKAGmjZZRmh,https://api.spotify.com/v1/audio-analysis/4C020pCjavabKAGmjZZRmh,154549,4
58,0.745,0.736,1,-5.258,0,0.29,0.142,1.1e-05,0.11,0.77,104.008,audio_features,1ddKUwm3UuvcMWLLAgOIcX,spotify:track:1ddKUwm3UuvcMWLLAgOIcX,https://api.spotify.com/v1/tracks/1ddKUwm3UuvcMWLLAgOIcX,https://api.spotify.com/v1/audio-analysis/1ddKUwm3UuvcMWLLAgOIcX,172758,4
59,0.774,0.809,0,-6.393,1,0.0464,0.249,0.0,0.136,0.519,123.97,audio_features,6JleyZldNFQxcwBL3LgF95,spotify:track:6JleyZldNFQxcwBL3LgF95,https://api.spotify.com/v1/tracks/6JleyZldNFQxcwBL3LgF95,https://api.spotify.com/v1/audio-analysis/6JleyZldNFQxcwBL3LgF95,145161,4
60,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,audio_features,1yoMvmasuxZfqHEipJhRbp,spotify:track:1yoMvmasuxZfqHEipJhRbp,https://api.spotify.com/v1/tracks/1yoMvmasuxZfqHEipJhRbp,https://api.spotify.com/v1/audio-analysis/1yoMvmasuxZfqHEipJhRbp,199112,4
61,0.717,0.783,3,-4.919,1,0.0453,0.121,0.0,0.166,0.528,115.05,audio_features,2tGbnQqqx2kvbcQU73rBpO,spotify:track:2tGbnQqqx2kvbcQU73rBpO,https://api.spotify.com/v1/tracks/2tGbnQqqx2kvbcQU73rBpO,https://api.spotify.com/v1/audio-analysis/2tGbnQqqx2kvbcQU73rBpO,164870,4
62,0.613,0.624,11,-6.66,0,0.206,0.496,0.0,0.283,0.804,62.948,audio_features,4slSrbTK1sNK4I1mDYEthf,spotify:track:4slSrbTK1sNK4I1mDYEthf,https://api.spotify.com/v1/tracks/4slSrbTK1sNK4I1mDYEthf,https://api.spotify.com/v1/audio-analysis/4slSrbTK1sNK4I1mDYEthf,167917,5
63,0.614,0.802,10,-5.403,1,0.0327,0.167,0.000411,0.0833,0.479,98.008,audio_features,7JAo7wy8BzmP9smtTJ3fuU,spotify:track:7JAo7wy8BzmP9smtTJ3fuU,https://api.spotify.com/v1/tracks/7JAo7wy8BzmP9smtTJ3fuU,https://api.spotify.com/v1/audio-analysis/7JAo7wy8BzmP9smtTJ3fuU,130900,4
64,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,1e9oZCCiX42nJl0AcqriVo,spotify:track:1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/tracks/1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/audio-analysis/1e9oZCCiX42nJl0AcqriVo,174000,4
65,0.683,0.231,0,-9.312,1,0.0294,0.888,0.0,0.122,0.396,90.036,audio_features,3cQnXDUduiWkjbNkusNT33,spotify:track:3cQnXDUduiWkjbNkusNT33,https://api.spotify.com/v1/tracks/3cQnXDUduiWkjbNkusNT33,https://api.spotify.com/v1/audio-analysis/3cQnXDUduiWkjbNkusNT33,171160,4
66,0.684,0.789,11,-3.595,0,0.0303,0.0264,0.0,0.35,0.632,103.998,audio_features,2wD6pj5l0BY85S7xbw4l2h,spotify:track:2wD6pj5l0BY85S7xbw4l2h,https://api.spotify.com/v1/tracks/2wD6pj5l0BY85S7xbw4l2h,https://api.spotify.com/v1/audio-analysis/2wD6pj5l0BY85S7xbw4l2h,198468,4
67,0.733,0.751,7,-5.121,1,0.0279,0.149,2.49e-06,0.241,0.569,104.01,audio_features,2zlnUzjdzo2crhU8wJWGlI,spotify:track:2zlnUzjdzo2crhU8wJWGlI,https://api.spotify.com/v1/tracks/2zlnUzjdzo2crhU8wJWGlI,https://api.spotify.com/v1/audio-analysis/2zlnUzjdzo2crhU8wJWGlI,205385,4
68,0.853,0.637,3,-5.924,0,0.331,0.129,0.0,0.267,0.496,86.048,audio_features,1rlIrbWboTRGeKfHhgbJRZ,spotify:track:1rlIrbWboTRGeKfHhgbJRZ,https://api.spotify.com/v1/tracks/1rlIrbWboTRGeKfHhgbJRZ,https://api.spotify.com/v1/audio-analysis/1rlIrbWboTRGeKfHhgbJRZ,156195,4
69,0.655,0.676,3,-5.374,0,0.0423,0.273,0.014,0.0621,0.555,92.988,audio_features,5VXzZnqTbHfQaLr0RNR55v,spotify:track:5VXzZnqTbHfQaLr0RNR55v,https://api.spotify.com/v1/tracks/5VXzZnqTbHfQaLr0RNR55v,https://api.spotify.com/v1/audio-analysis/5VXzZnqTbHfQaLr0RNR55v,138064,4
70,0.729,0.793,6,-4.646,0,0.0406,0.0365,2.22e-05,0.0422,0.63,107.038,audio_features,7hgZ6IdPxTC1kfVRN3ImG6,spotify:track:7hgZ6IdPxTC1kfVRN3ImG6,https://api.spotify.com/v1/tracks/7hgZ6IdPxTC1kfVRN3ImG6,https://api.spotify.com/v1/audio-analysis/7hgZ6IdPxTC1kfVRN3ImG6,188725,4
71,0.805,0.797,1,-4.159,0,0.0522,0.035,0.0,0.368,0.492,103.001,audio_features,7dfPz4FQawBcKATinVOxGR,spotify:track:7dfPz4FQawBcKATinVOxGR,https://api.spotify.com/v1/tracks/7dfPz4FQawBcKATinVOxGR,https://api.spotify.com/v1/audio-analysis/7dfPz4FQawBcKATinVOxGR,148469,4
72,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,audio_features,5RqR4ZCCKJDcBLIn4sih9l,spotify:track:5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/tracks/5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/audio-analysis/5RqR4ZCCKJDcBLIn4sih9l,147800,4
73,0.755,0.791,9,-5.436,0,0.0487,0.0762,2.07e-06,0.113,0.732,121.972,audio_features,03Iy3OBBJWBFAMhNmTlttn,spotify:track:03Iy3OBBJWBFAMhNmTlttn,https://api.spotify.com/v1/tracks/03Iy3OBBJWBFAMhNmTlttn,https://api.spotify.com/v1/audio-analysis/03Iy3OBBJWBFAMhNmTlttn,184918,4
74,0.824,0.854,8,-5.312,1,0.177,0.016,4.95e-05,0.117,0.896,95.114,audio_features,0dZpw3h6KZhcHec61qwevZ,spotify:track:0dZpw3h6KZhcHec61qwevZ,https://api.spotify.com/v1/tracks/0dZpw3h6KZhcHec61qwevZ,https://api.spotify.com/v1/audio-analysis/0dZpw3h6KZhcHec61qwevZ,210329,4
